"","Fire_ID","TmaxDay"
"616","RED38_2018_2029",25.9555476815471
"617","RED67_2018_2070",24.8007165984014
"618","RED57_2018_2130",26.8130865908839
"619","RED52_2018_2148",29.1662318452876
"620","RED121_2018_2158",23.0076151168209
"621","NIP5_2018_2048",31.135551329582
"622","NIP32_2018_2050",25.2840653473512
"623","NIP45_2018_2132",24.7233560139237
"624","NIP49_2018_2152",29.0511939073335
"625","COC36_2018_2159",17.9889073091395
"626","NIP37_2018_2034",25.6000003814697
"627","SLK44_2018_2043",27.77832930427
"628","TIM6_2018_2045",28.2049332682292
"629","NIP27_2018_2057",28.0612149633755
"630","SLK57_2018_2062",26.4323965086705
"631","SLK53_2018_2067",30.3904409264577
"632","NIP53_2018_2122",21.5291039349318
"633","NIP24_2018_2151",27.7999992370605
"634","COC20_2018_2041",28.7661435565552
"635","HEA12_2018_2042",32.4421495843596
"636","COC14_2018_2126",29.2478186837021
"637","COC15_2018_2139",17.9767107739545
"638","COC8_2018_2145",31.7014895647591
"639","COC10_2019_2162",30.5165247515114
"640","RED44_2019_2165",26.2760263225241
"641","FOR2_2019_2166",18.8288267124965
"642","TIM2_2019_2173",23.716533644126
"643","RED14_2019_2176",14.1890308312959
"644","NIP11_2019_2179",23.4064032063497
