"","tri","Fire_ID"
"393",16.4764995574951,"RED50_2012_1926"
"394",12.7650451660156,"RED50_2015_1999"
"395",9.58515739440918,"RED51_2011_1670"
"396",11.0024147033691,"RED51_2012_1908"
"397",10.4300117492676,"RED52_2011_1814"
"398",23.330680847168,"RED52_2012_1902"
"399",19.1334667205811,"RED52_2018_2148"
"400",19.2918853759766,"RED53_2011_1792"
"401",20.912389755249,"RED53_2012_1842"
"402",12.4631757736206,"RED54_2011_1784"
"403",12.4619112014771,"RED54_2017_2113"
"404",14.5889778137207,"RED55_2002_95"
"405",14.1526679992676,"RED55_2011_1787"
"406",19.2112865447998,"RED55_2018_2124"
"407",10.8692436218262,"RED56_2002_167"
"408",9,"RED56_2013_1884"
"409",11.8351678848267,"RED56_2017_2098"
"410",15.7632274627686,"RED57_2002_163"
"411",17.8093585968018,"RED57_2012_1845"
"412",16.764461517334,"RED57_2018_2130"
"413",9.65122127532959,"RED57_2019_2174"
"414",17.6812133789062,"RED58_2011_1799"
"415",17.8967933654785,"RED58_2012_1922"
"416",7.5172643661499,"RED58_2015_1987"
"417",13.3475904464722,"RED59_2012_1909"
"418",7.94715976715088,"RED59_2015_1962"
"419",24.5729579925537,"RED59_2019_2180"
"420",6.22692203521729,"RED60_2001_42"
"421",16.4343318939209,"RED60_2002_175"
"422",28.4546737670898,"RED60_2012_1899"
"423",6.97985315322876,"RED60_2018_2150"
"424",16.4886817932129,"RED60_2019_2190"
"425",3.98957061767578,"RED61_2001_65"
"426",20.5063285827637,"RED61_2012_1843"
"427",15.874810218811,"RED62_2012_1936"
"428",27.0233879089355,"RED62_2019_2193"
"429",23.6578159332275,"RED63_2002_171"
"430",27.4898643493652,"RED63_2012_1923"
"431",17.7594127655029,"RED64_2012_1905"
"432",17.1703834533691,"RED65_2003_1440"
"433",6.39944314956665,"RED65_2011_1777"
"434",8.71353054046631,"RED66_2002_181"
"435",16.6350154876709,"RED66_2011_1723"
"436",18.4242382049561,"RED66_2012_1900"
"437",1.73592150211334,"RED67_2011_1724"
"438",3.99455285072327,"RED67_2018_2070"
"439",10.7705116271973,"RED68_2003_1428"
"440",0,"RED69_2006_1673"
"441",5.42066240310669,"RED69_2012_1839"
"442",18.331657409668,"RED69_2017_2092"
